
0;0
0;1
0;2
0;3
0;4
0;5
0;6
0;7
0;8
0;9

97;10
0;11
0;12
17;13
19;14
21;15
22;16
22;17
22;18
23;19
24;20
27;21
31;22
31;23
8;24
29;25
18;26
6;27
9;28

23;29
23;30
25;31
29;32
29;33
25;34
22;35
23;36
21;37
24;38
25;39
27;40
28;41
30;42
31;43
28;44
28;45
30;46
31;47
29;48
27;49
27;50
26;51
24;52
25;53
27;54
27;55
23;56
23;57
27;58
25;59
23;60
25;61
28;62
26;63
25;64
27;65
29;66
31;67
33;68
33;69
34;70
35;71
36;72
37;73
35;74
35;75
35;76
36;77
37;78
40;79
43;80
45;81
46;82
47;83
46;84
46;85
42;86
41;87
42;88
42;89
43;90
42;91
42;92
35;93
34;94
35;95
36;96
36;97
38;98
37;99
38;100
34;101
35;102
38;103
35;104
29;105
27;106
29;107
27;108
25;109
27;110
30;111
29;112
30;113
32;114
35;115
33;116
28;117
27;118
25;119
26;120
23;121
27;122
28;123
32;124
35;125
37;126
39;127
40;128
42;129
43;130
45;131
45;132
45;133
43;134
43;135
44;136
41;137
40;138
38;139
37;140
37;141
39;142
42;143
42;144
42;145
46;146
46;147
42;148
38;149
39;150
41;151
40;152
38;153
37;154
40;155
41;156
42;157
43;158
45;159
46;160
39;161
39;162
41;163
44;164
45;165
46;166
47;167
49;168
51;169
51;170
52;171
53;172
53;173
49;174
47;175
46;176
44;177
44;178
45;179
46;180
41;181
40;182
41;183
41;184
42;185
45;186
46;187
45;188
46;189
46;190
46;191
48;192
48;193
49;194
49;195
50;196
51;197
53;198
51;199
46;200
42;201
43;202
45;203
47;204
47;205
48;206
48;207
49;208
49;209
48;210
49;211
51;212
53;213
53;214
55;215
57;216
59;217
59;218
59;219
60;220
54;221
52;222
54;223
55;224
56;225
56;226
58;227
58;228
58;229
59;230
60;231
59;232
60;233
61;234
61;235
61;236
62;237
62;238
62;239
63;240
64;241
65;242
65;243
65;244
62;245
63;246
64;247
65;248
67;249
66;250
66;251
66;252
67;253
68;254
69;255
69;256
66;257
66;258
67;259
67;260
68;261
68;262
68;263
68;264
68;265
65;266
61;267
62;268
64;269
65;270
65;271
66;272
67;273
68;274
68;275
69;276
70;277
70;278
71;279
72;280
70;281
61;282
59;283
63;284
65;285
67;286
68;287
66;288
65;289
65;290
64;291
63;292
63;293
63;294
64;295
63;296
62;297
63;298
65;299
67;300
67;301
67;302
68;303
69;304
69;305
62;306
56;307
51;308
54;309
59;310
61;311
62;312
63;313
64;314
64;315
64;316
65;317
66;318
66;319
66;320
66;321
66;322
67;323
68;324
70;325
71;326
72;327
72;328
73;329
73;330
73;331
73;332
72;333
71;334
70;335
67;336
65;337
66;338
66;339
66;340
67;341
61;342
53;343
57;344
56;345
53;346
57;347
61;348

59;349
60;350
64;351
66;352
64;353
59;354
61;355
62;356
63;357
57;358
58;359
62;360
60;361
59;362
62;363
64;364
65;365
67;366
69;367
65;368
64;369
66;370
64;371
64;372
66;373
65;374
64;375
64;376
57;377
55;378
59;379
61;380
62;381
63;382
62;383
57;384
58;385
58;386
57;387
59;388
54;389
49;390
52;391
48;392
44;393
48;394
50;395
44;396
46;397
50;398
49;399
51;400
55;401
56;402
57;403
56;404
53;405
50;406
51;407
51;408
52;409
53;410
51;411
43;412
44;413
46;414
48;415
50;416
50;417
43;418
43;419
47;420
50;421
51;422
50;423
44;424
46;425
47;426
43;427
44;428
47;429
48;430
49;431
50;432
50;433
50;434
51;435
47;436
45;437
45;438
39;439
35;440
34;441
35;442
37;443
38;444
41;445
41;446
40;447
43;448
45;449
46;450
47;451
48;452
49;453
48;454
48;455
47;456
41;457
41;458
45;459
46;460
47;461
48;462
50;463
50;464
52;465
52;466
53;467
48;468
48;469
48;470
43;471
44;472
48;473
44;474
38;475
42;476
45;477
40;478
41;479
44;480
38;481
38;482
42;483
46;484
45;485
42;486
43;487
41;488
33;489
35;490
39;491
42;492
37;493
36;494
40;495
42;496
43;497
44;498
44;499
41;500
40;501
42;502
43;503
39;504
39;505
41;506
37;507
36;508
40;509
39;510
35;511
38;512
40;513
41;514
38;515
38;516
38;517
30;518
31;519
37;520
40;521
41;522
42;523
43;524
43;525
43;526
43;527
34;528
30;529
32;530
36;531
36;532
30;533
37;534
35;535
31;536
33;537
0;538
0;539
0;540
0;541
0;542
0;543
0;544
0;545
0;546
0;547
0;548
